作品ID,論理,制御フロー,同期,抽象化,データ表現,ユーザとの対話性,並列処理,CTスコア
1047935707,0,0,0,0,0,0,0,0
1047135105,1,2,2,1,2,2,3,13
1034580657,0,2,1,0,1,1,0,5
978723473,3,3,3,3,2,2,3,19
1073004068,0,0,0,0,0,0,0,0
1053874637,0,2,1,1,1,1,1,7
1072368369,1,2,2,3,1,1,3,13
909247952,0,1,1,1,0,1,1,5
901101951,3,3,3,3,3,2,3,20
837498261,3,3,3,3,3,2,2,19
99848913,0,0,0,0,0,0,0,0
1051737025,3,2,3,1,2,2,1,14
947610746,3,3,1,1,1,2,1,12
1034305171,0,0,0,0,0,0,0,0
997566798,3,2,2,3,2,2,2,16
95241247,0,0,0,0,0,0,0,0
716286788,0,2,0,3,2,1,1,9
681876477,0,1,0,0,1,1,0,3
797624296,0,0,0,0,0,0,0,0
736169087,2,2,2,3,1,1,3,14
921129661,0,0,0,0,0,0,0,0
278827421,0,0,0,0,0,0,0,0
864832296,3,3,3,3,2,2,3,19
14319469,0,0,0,0,0,0,0,0
604027331,2,2,0,1,3,2,1,11
101370536,0,0,0,0,0,0,0,0
1056817421,0,2,3,1,1,1,1,9
474334825,0,2,2,1,1,1,1,8
1005198006,0,2,2,1,1,1,1,8
965009817,0,1,2,1,1,1,1,7
870783106,0,1,1,0,1,1,0,4
479723069,0,2,1,0,1,1,0,5
992489176,0,2,2,1,2,1,1,9
1073518871,3,3,0,1,1,2,1,11
850823285,3,3,3,3,3,2,3,20
341122333,0,0,0,0,0,0,0,0
504866393,0,0,0,0,0,0,0,0
863216968,3,3,2,2,1,1,3,15
1046814665,2,2,3,1,2,2,1,13
1046383134,3,3,2,2,3,2,1,16
472495412,0,2,0,3,1,2,0,8
859599778,3,3,3,3,3,2,3,20
1025050519,0,2,1,3,1,1,1,9
101918436,0,0,0,0,0,0,0,0
1042320306,0,2,1,1,1,1,1,7
1076124817,0,0,0,0,0,0,0,0
778074917,0,0,0,0,0,0,0,0
1074247066,0,0,0,0,0,0,0,0
1047953683,3,3,2,3,2,1,3,17
941186527,3,3,3,3,3,2,3,20
1046867527,1,2,2,1,3,1,3,13
1067910277,3,3,1,3,2,1,1,14
864173563,0,0,0,0,0,0,0,0
1076089039,0,2,0,1,2,1,1,7
1064554163,0,1,3,1,1,1,3,10
1030311213,1,2,2,1,1,1,3,11
556618422,3,2,0,2,3,2,1,13
965337393,3,3,2,3,2,2,3,18
1066326217,0,0,0,0,0,0,0,0
962958561,0,2,2,1,1,1,1,8
974368148,0,0,0,0,0,0,0,0
996731485,0,1,0,0,1,1,0,3
995364257,3,2,2,3,1,1,3,15
1001531801,0,0,0,0,0,0,0,0
1041633494,0,2,0,1,1,1,1,6
654965821,3,3,3,3,3,2,3,20
872875642,2,2,0,3,1,2,1,11
964606253,0,2,0,2,1,1,1,7
955194834,3,3,3,3,3,2,3,20
681997,0,0,0,0,0,0,0,0
267052881,0,0,0,0,0,0,0,0
218525411,2,2,2,1,1,2,3,13
417439438,0,2,0,3,1,2,1,9
491359026,3,2,2,1,2,2,3,15
809641107,3,3,3,3,2,2,3,19
1041010175,3,3,2,3,3,1,1,16
923099323,3,3,3,3,3,2,3,20
567570508,2,3,3,3,3,2,3,19
539658631,0,1,2,1,2,1,1,8
116664524,0,0,0,0,0,0,0,0
308702884,3,3,2,3,2,2,0,15
1037659106,0,1,0,0,0,1,0,2
70565362,0,0,0,0,0,0,0,0
1057539748,1,2,2,1,1,2,3,12
203660374,0,1,2,1,1,2,3,10
443770518,2,3,0,3,2,1,1,12
756051477,0,3,2,1,1,1,3,11
982206878,0,1,1,0,0,2,0,4
651447298,2,3,3,2,2,2,2,16
991463435,0,2,0,1,1,2,1,7
694202078,0,1,0,0,2,1,0,4
1051249527,1,3,3,2,2,1,3,15
1050223917,0,0,0,0,0,0,0,0
1043520213,0,2,0,0,2,1,0,5
1041021268,0,1,1,0,1,1,0,4
1041198055,0,0,0,0,0,0,0,0
520530916,3,2,3,3,3,2,3,19
652930089,0,2,3,3,1,1,3,13
651653275,0,2,2,3,1,1,1,10
645796192,0,2,1,3,1,1,1,9
644408297,0,2,1,3,1,1,1,9
658028382,3,3,3,3,2,2,3,19
562326053,3,3,3,1,2,2,2,16
749010531,3,3,3,3,2,2,3,19
93346326,0,0,0,0,0,0,0,0
86174124,0,0,0,0,0,0,0,0
222811035,0,0,0,0,0,0,0,0
16033247,0,0,0,0,0,0,0,0
624921727,0,0,0,0,0,0,0,0
1055451542,0,1,3,1,2,1,1,9
400584643,0,0,0,0,0,0,0,0
970521369,0,2,0,0,1,1,0,4
73630112,0,0,0,0,0,0,0,0
975802303,0,2,0,3,1,1,1,8
707683959,0,1,0,0,0,1,0,2
1056644515,3,3,2,3,2,1,1,15
966111367,3,2,1,2,2,1,1,12
1077455176,0,2,2,1,1,2,2,10
113534736,0,0,0,0,0,0,0,0
947832652,3,3,3,3,3,2,3,20
1029663241,0,2,0,1,1,2,2,8
1003595259,0,1,0,1,1,2,1,6
959116412,0,2,1,1,1,2,0,7
1030258364,1,3,2,1,1,2,1,11
952172227,2,1,2,1,2,2,0,10
986365108,0,2,1,0,1,1,0,5
942910763,3,3,3,3,2,2,3,19
972091331,0,2,2,1,1,1,1,8
952992996,0,3,2,1,2,1,1,10
969499076,3,3,3,3,3,2,3,20
1080177073,0,0,0,0,0,0,0,0
980004062,0,2,0,1,1,2,1,7
1030302613,0,0,0,0,0,0,0,0
1014557449,0,1,0,0,0,1,0,2
1010322111,0,0,0,0,0,0,0,0
1061527199,0,0,0,0,0,0,0,0
806194166,0,3,2,2,2,1,3,13
1012982796,0,1,2,1,1,2,1,8
779934207,0,2,2,2,1,1,3,11
1001156046,0,1,0,1,1,2,0,5
994194694,0,1,0,1,1,1,0,4
989655948,0,2,0,0,0,1,0,3
1066725594,0,2,2,1,2,1,3,11
1018177379,2,3,3,3,2,1,3,17
1058348106,1,2,3,3,2,1,3,15
854332803,0,2,0,1,1,1,1,6
1056610043,1,2,3,3,2,1,3,15
152323093,0,0,0,0,0,0,0,0
597448594,1,2,0,1,2,2,1,9
953011283,1,3,2,3,2,1,3,15
1057048675,0,1,0,1,3,1,0,6
1066083041,0,2,0,1,1,1,1,6
1062342993,0,1,0,1,1,1,0,4
1059240495,3,2,3,2,1,2,0,13
443863099,3,3,2,1,1,2,1,13
545938766,1,2,3,1,1,2,3,13
465691614,0,0,0,0,0,0,0,0
758502093,1,2,3,1,2,1,3,13
168306524,0,0,0,0,0,0,0,0
749950693,3,3,3,3,3,2,3,20
1060001174,0,0,0,0,0,0,0,0
1040629013,2,2,2,1,1,2,3,13
1040379698,2,2,1,1,2,1,1,10
1028435388,3,3,1,2,2,1,0,12
733897986,3,3,3,3,3,2,3,20
1034412067,0,0,0,0,0,0,0,0
1030581445,3,2,2,2,3,2,1,15
980150686,3,3,1,2,3,2,0,14
454871166,1,3,2,3,2,2,2,15
1027005293,0,1,0,0,0,1,0,2
1025559628,0,2,1,1,1,1,1,7
1045512232,0,2,1,0,1,1,0,5
996889966,3,2,2,3,2,2,1,15
875742643,0,1,0,0,1,1,0,3
879858409,0,2,1,1,1,1,1,7
1038364513,0,0,0,0,0,0,0,0
1074306118,0,2,2,1,2,2,1,10
1040141327,2,2,2,2,2,2,2,14
1027709976,1,2,2,1,1,2,3,12
887475335,0,0,0,0,0,0,0,0
208623275,0,0,0,0,0,0,0,0
901727444,0,1,2,1,2,2,2,10
728842374,0,0,0,0,0,0,0,0
782941183,1,2,2,3,1,2,1,12
782940618,2,2,2,2,2,1,3,14
782940064,1,2,2,2,1,1,1,10
782939512,1,2,2,2,2,2,2,13
768867656,1,2,2,3,1,2,1,12
758928504,2,2,2,2,2,2,3,15
328923401,0,1,0,0,1,1,0,3
920774437,0,1,0,1,1,2,0,5
955590718,0,2,0,1,1,2,0,6
632304712,3,3,2,3,2,2,3,18
462281509,3,3,3,3,3,2,3,20
912316069,3,2,3,1,2,2,2,15
904189761,1,2,2,1,2,2,1,11
1051376626,3,3,3,3,2,2,3,19
1011120418,3,3,3,3,3,2,3,20
940864036,3,2,3,1,2,2,3,16
1041272758,0,0,0,0,0,0,0,0
997294401,3,3,3,3,2,2,3,19
307233164,0,2,0,2,1,1,0,6
1000021459,0,2,1,1,1,1,1,7
749690517,3,3,3,3,3,2,2,19
720405512,2,2,2,3,1,1,3,14
784922777,2,2,3,2,2,2,3,16
1020772605,0,2,1,1,1,1,1,7
1048836566,0,0,0,0,0,0,0,0
957470379,2,3,3,2,1,1,3,15
802040679,3,3,3,3,2,2,3,19
889901079,0,2,3,1,2,2,3,13
87864674,0,0,0,0,0,0,0,0
778723927,2,3,2,3,2,2,3,17
904205498,0,0,0,0,0,0,0,0
857129311,0,2,3,1,1,2,2,11
932635793,0,1,0,1,1,2,2,7
993465226,3,3,0,2,3,1,1,13
988160606,3,3,2,2,3,2,0,15
953514374,3,2,0,2,3,2,1,13
886855987,3,3,3,2,3,2,1,17
561973653,3,3,3,3,3,2,3,20
654860565,3,2,3,3,2,2,3,18
410921384,3,3,3,3,3,2,3,20
364335722,2,3,2,3,2,2,3,17
514063445,3,2,3,3,2,2,3,18
713820369,0,2,1,1,1,1,1,7
1070796161,0,2,1,1,1,1,1,7
1071120826,3,3,2,3,2,1,1,15
1062423589,0,2,1,1,1,1,1,7
1070300191,0,0,0,0,0,0,0,0
991964205,0,1,2,1,1,1,1,7
1011985812,0,1,0,1,1,2,0,5
991939356,0,2,2,1,1,1,0,7
997265943,0,0,0,0,0,0,0,0
989425195,0,0,0,0,0,0,0,0
940748389,0,0,0,0,0,0,0,0
1042874771,0,2,2,3,1,1,3,12
1025700931,0,2,1,1,1,1,1,7
941545115,3,3,2,2,1,1,3,15
903749523,1,2,3,2,2,2,3,15
480500678,3,3,2,3,1,1,3,16
783192678,0,2,2,1,1,1,3,10
554941506,0,2,2,1,1,1,3,10
742267812,0,2,1,1,1,1,1,7
1049890673,3,3,3,2,3,2,1,17
1043671578,3,1,2,1,0,1,0,8
386457203,0,2,3,2,1,1,3,12
302093643,0,1,0,0,0,1,0,2
1053173333,0,2,2,3,2,1,3,13
383020582,0,2,0,1,2,1,1,7
167192957,0,2,2,1,1,1,3,10
540142613,0,2,3,1,1,1,3,11
994618751,0,2,2,1,1,1,3,10
668287497,3,3,3,2,1,1,3,16
542281721,0,2,2,1,1,1,3,10
1050692309,0,1,0,1,1,2,0,5
1030637375,0,2,2,1,1,2,1,9
1054475035,0,2,1,1,1,1,1,7
736169974,0,2,3,3,2,2,3,15
1048118063,0,2,1,1,1,1,1,7
737512597,0,3,0,0,1,1,0,5
410367812,3,3,3,3,2,2,3,19
930422649,0,2,2,1,1,1,3,10
414444575,0,3,3,3,1,1,3,14
540547716,3,3,2,3,2,1,3,17
41677636,0,0,0,0,0,0,0,0
110440079,0,0,0,0,0,0,0,0
171001902,0,0,0,0,0,0,0,0
161545823,0,0,0,0,0,0,0,0
1004685669,3,3,3,3,2,2,3,19
739915856,2,2,2,1,1,2,3,13
1081330197,0,0,0,0,0,0,0,0
1046681131,0,2,0,0,0,1,0,3
1050677631,0,1,0,0,1,1,0,3
1061897275,0,2,0,0,1,1,0,4
1076328956,0,1,0,1,1,2,0,5
650843021,3,2,2,2,2,1,1,13
1080500684,0,0,0,0,0,0,0,0
818589058,1,2,3,1,1,2,3,13
800314416,0,2,1,1,1,1,1,7
1073247218,0,2,1,1,1,1,1,7
708871784,0,2,2,1,1,1,3,10
850525268,0,2,2,1,1,1,1,8
1050453163,0,2,2,1,1,1,3,10
1026934167,0,3,2,1,2,1,3,12
1037950044,0,2,2,1,1,1,1,8
1045146092,0,2,0,0,0,1,0,3
1056845828,1,3,2,3,2,2,2,15
560990835,2,2,3,3,3,2,3,18
606059276,0,0,0,0,0,0,0,0
991291033,0,0,0,0,0,0,0,0
747842791,0,2,2,1,1,1,3,10
871835643,0,3,2,1,3,2,3,14
877827293,0,2,0,1,1,1,1,6
1057250103,0,1,2,1,1,2,0,7
1010706547,0,1,0,1,1,2,0,5
327514283,3,3,3,3,3,2,3,20
604668464,1,2,0,1,2,1,1,8
138948699,0,0,0,0,0,0,0,0
1058675134,0,0,0,0,0,0,0,0
121652582,0,0,0,0,0,0,0,0
645045213,0,0,0,0,0,0,0,0
884689227,1,3,1,1,2,1,1,10
937843491,3,3,3,1,3,2,3,18
952159757,3,3,3,3,3,2,3,20
869264071,3,3,3,2,3,2,3,19
89959055,0,0,0,0,0,0,0,0
1076652718,0,2,2,1,1,1,1,8
881943468,0,2,2,1,1,1,1,8
1011512087,3,2,3,3,2,2,3,18
604429581,3,3,2,3,3,2,3,19
61954912,0,0,0,0,0,0,0,0
874777694,3,2,2,1,1,2,3,14
1027149891,3,3,3,3,3,2,3,20
1057918885,0,1,2,1,1,1,1,7
732927747,0,0,0,0,0,0,0,0
705457278,0,2,2,2,2,1,1,10
809817478,0,2,1,1,1,2,2,9
941153587,3,3,2,3,2,2,3,18
564817585,3,3,3,3,3,2,3,20
783879293,3,3,1,2,3,1,1,14
996391863,3,2,2,2,2,2,2,15
913151126,0,2,2,1,1,1,1,8
839971688,3,3,3,3,2,2,3,19
1071434535,0,0,0,0,0,0,0,0
1058505206,0,0,0,0,0,0,0,0
484168673,3,3,3,3,3,2,3,20
967299049,3,3,3,3,2,2,3,19
965424402,3,3,3,3,2,2,3,19
1071093711,0,0,0,0,0,0,0,0
1078727641,0,0,0,0,0,0,0,0
1022603832,0,2,0,1,1,1,1,6
643603813,3,3,3,3,3,1,3,19
1072278655,3,3,3,3,3,2,3,20
1052433209,3,3,3,3,3,1,3,19
942218153,0,2,2,3,1,1,1,10
905313692,0,2,1,1,1,2,2,9
831737277,0,2,0,0,0,1,0,3
655401664,0,2,2,1,1,1,3,10
433296825,3,3,3,3,2,2,3,19
426889907,3,3,3,3,3,2,3,20
481013579,3,3,3,3,2,2,3,19
363805128,3,2,2,1,2,2,3,15
96057064,0,0,0,0,0,0,0,0
405787395,3,3,3,3,2,2,3,19
480164942,3,3,3,2,3,2,3,19
1010097939,0,0,0,0,0,0,0,0
245783328,0,2,1,1,1,1,1,7
822037661,0,2,1,1,1,1,1,7
1077393969,0,3,3,1,1,2,3,13
1080414475,3,2,3,3,3,2,1,17
1038024154,1,2,2,1,2,2,1,11
951059895,3,2,3,3,1,2,1,15
960630302,3,3,3,3,2,2,1,17
604109939,3,3,2,3,2,2,3,18
975377725,3,3,3,3,3,2,3,20
974470125,3,3,3,3,2,2,3,19
946107529,3,3,2,1,2,2,3,16
990423706,3,3,2,2,1,1,1,13
974491056,3,2,3,1,2,2,3,16
999242231,3,2,3,1,2,2,3,16
658080271,0,2,1,1,1,1,1,7
918591873,3,3,2,1,2,2,3,16
461522282,0,1,0,2,1,2,0,6
1059766288,0,2,1,3,2,1,1,10
613105531,0,2,0,0,0,1,0,3
971666287,0,0,0,0,0,0,0,0
195408375,0,0,0,0,0,0,0,0
1002302913,0,0,0,0,0,0,0,0
992528646,0,0,0,0,0,0,0,0
997839514,0,1,1,1,1,2,0,6
609387424,3,3,3,3,3,2,3,20
1005804453,3,2,2,2,3,2,2,16
1005857325,0,2,1,1,1,1,1,7
797724793,3,3,3,3,3,2,3,20
1055894685,0,2,3,2,1,2,1,11
868620037,3,2,3,3,3,2,3,19
1043738335,1,2,2,1,2,1,3,12
1045943077,0,2,0,0,1,1,0,4
1062070907,0,2,2,1,1,1,1,8
1078601881,0,2,0,0,0,1,0,3
664395206,0,2,1,3,2,1,1,10
1078648371,0,1,0,1,1,2,0,5
991672789,0,2,2,1,1,2,3,11
1076078647,0,2,2,1,1,2,1,9
1067642601,0,2,2,1,1,1,1,8
1075541072,0,2,2,1,1,1,1,8
1014436452,0,0,0,0,0,0,0,0
791394285,0,0,0,0,0,0,0,0
1076535038,0,1,0,1,1,2,0,5
1063907927,0,0,0,0,0,0,0,0
739533307,0,2,3,1,1,2,3,12
334314224,0,2,0,1,1,1,1,6
742632892,0,0,0,0,0,0,0,0
1046293479,0,0,0,0,0,0,0,0
911922367,3,2,1,3,1,2,1,13
961840754,3,3,3,3,2,2,3,19
1004429915,3,3,3,3,3,2,3,20
143859541,0,0,0,0,0,0,0,0
813950121,0,2,0,1,1,2,2,8
25681978,0,0,0,0,0,0,0,0
416145937,2,2,2,1,1,2,3,13
817066213,0,0,0,0,0,0,0,0
829689475,3,3,3,3,2,2,3,19
1013668165,0,2,3,1,1,1,1,9
658989934,0,2,0,1,1,2,0,6
916922335,0,2,2,1,1,1,1,8
647768231,3,3,3,2,2,1,3,17
563141407,3,3,3,3,2,2,3,19
951692397,0,2,3,1,1,1,3,11
904973934,3,3,2,3,1,2,2,16
651390091,0,2,1,1,1,1,1,7
1041719888,0,2,0,3,1,1,1,8
1009283467,0,2,0,1,1,2,0,6
795468439,3,3,3,3,3,2,3,20
857827063,3,3,3,3,3,2,3,20
829761105,3,3,3,3,3,2,3,20
893414764,3,3,3,3,3,2,3,20
954400517,3,3,3,2,2,2,3,18
736049751,0,2,2,1,1,1,1,8
678418311,0,2,3,3,2,1,3,14
669379725,0,2,3,1,1,1,3,11
797511791,3,3,3,3,3,2,3,20
705716605,0,2,2,1,1,2,3,11
468058581,0,2,0,2,1,2,0,7
737033501,3,1,2,2,1,2,0,11
305599288,0,2,2,1,2,1,3,11
1074723582,0,1,2,1,1,2,2,9
912820117,0,0,0,0,0,0,0,0
88755395,0,0,0,0,0,0,0,0
1043544287,0,1,0,1,1,2,0,5
961056433,3,3,3,3,2,3,3,20
818204407,3,3,3,3,3,2,3,20
824273112,1,2,0,1,1,1,1,7
816963487,0,2,0,1,1,2,2,8
807518254,3,2,3,3,2,2,2,17
943968326,3,3,2,3,1,2,1,15
1024724212,0,2,0,0,0,1,0,3
1027646253,0,0,0,0,0,0,0,0
1006192229,2,2,2,3,2,2,2,15
570649381,0,2,2,1,1,1,0,7
941378348,1,3,3,1,2,2,0,12
201106604,0,0,0,0,0,0,0,0
809852415,2,1,0,0,0,2,0,5
939508793,0,2,0,0,0,1,0,3
723444535,3,3,3,3,3,2,3,20
901119709,3,3,3,3,3,2,3,20
914529343,3,3,3,3,3,2,3,20
580423344,1,3,2,3,1,1,3,14
783916572,0,2,1,1,2,1,1,8
967478789,3,3,3,3,3,2,3,20
882168922,3,3,3,3,3,2,3,20
1043267612,3,3,3,3,3,2,3,20
954562514,3,3,3,3,3,2,3,20
879625173,3,3,3,2,3,2,3,19
1011095967,3,2,3,3,2,2,3,18
1034103503,0,2,0,1,1,2,1,7
102883348,0,0,0,0,0,0,0,0
1076595288,0,3,1,2,2,1,1,10
1015595542,3,3,2,2,2,1,1,14
1066491069,0,2,1,1,1,1,1,7
1043554821,3,2,3,2,2,2,3,17
751003619,0,2,0,1,2,1,1,7
998594575,0,0,0,0,0,0,0,0
825308179,0,2,2,1,2,1,3,11
391787946,0,2,0,1,1,2,1,7
1061870961,3,2,2,3,2,2,3,17
718825962,0,2,1,1,1,1,1,7
1043625028,0,2,0,1,1,2,1,7
1065517496,3,3,3,3,3,2,3,20
979929817,1,2,2,3,2,2,1,13
564843484,3,3,0,3,2,2,1,14
934401599,3,3,3,2,3,2,3,19
786958248,3,3,3,2,3,2,3,19
978323488,3,3,3,2,2,2,0,15
914877431,0,2,2,1,1,1,1,8
1072097748,0,0,0,0,0,0,0,0
1075415476,0,1,0,1,1,2,0,5
1022701893,0,0,0,0,0,0,0,0
114926871,3,2,0,2,1,1,1,10
197736935,0,0,0,0,0,0,0,0
996553975,0,2,1,1,1,1,1,7
47862078,0,0,0,0,0,0,0,0
629421255,0,2,1,3,1,2,1,10
486321028,0,2,3,1,1,1,3,11
120673206,0,0,0,0,0,0,0,0
968699371,0,1,0,1,0,2,2,6
873714322,0,2,2,1,1,1,1,8
890921414,0,0,0,0,0,0,0,0
90751271,0,0,0,0,0,0,0,0
120815345,0,0,0,0,0,0,0,0
1051714534,0,1,0,1,1,2,0,5
1049481176,2,2,0,1,1,2,1,9
1049674792,0,2,1,1,1,2,1,8
1041937405,0,1,0,0,1,1,0,3
1030531112,0,1,0,0,1,2,0,4
984065242,3,2,0,1,1,2,2,11
894332289,0,3,1,1,2,1,1,9
977076048,0,3,2,1,2,1,1,10
937890189,0,2,1,1,1,1,1,7
911479727,0,2,0,1,1,2,1,7
668911204,3,2,3,3,3,2,1,17
826109594,0,2,2,1,3,1,3,12
968805854,0,1,0,0,1,0,0,2
956692119,2,2,1,2,3,2,1,13
965959688,0,0,0,0,0,0,0,0
983937129,2,2,3,2,2,1,1,13
940955695,0,3,1,1,1,1,1,8
964879255,1,2,0,1,1,2,1,8
923579382,0,1,0,0,1,1,0,3
975968665,0,2,1,1,1,1,1,7
923579073,0,2,0,0,1,1,0,4
1005490265,0,2,0,1,1,1,1,6
1077365925,0,0,0,0,0,0,0,0
1075341607,0,2,0,1,0,1,1,5
312722722,3,3,3,2,3,2,1,17
1058313208,0,0,0,0,0,0,0,0
1056842909,0,2,1,1,1,2,2,9
971611526,0,0,0,0,0,0,0,0
971396062,0,1,1,0,1,1,0,4
271010234,0,0,0,0,0,0,0,0
781651759,0,2,3,2,2,2,3,14
1028060651,1,2,3,1,2,2,3,14
1036361836,0,1,0,0,0,1,0,2
1057465917,3,3,1,3,1,2,1,14
1053061511,0,1,0,1,1,2,0,5
758547007,0,2,0,0,1,1,0,4
873234591,0,2,0,0,0,1,0,3
1031525545,0,0,0,0,0,0,0,0
901483206,0,2,2,1,1,1,1,8
472371311,2,2,3,1,2,1,3,14
1073624709,1,3,2,3,1,2,3,15
895466314,0,1,3,2,1,1,1,9
1071341907,0,2,0,0,0,1,0,3
1071071062,0,0,0,0,0,0,0,0
572219468,0,1,2,2,1,1,3,10
101276506,0,0,0,0,0,0,0,0
1053239078,0,2,1,1,1,1,1,7
1045332455,0,2,2,1,1,1,1,8
760436892,2,2,1,3,2,1,1,12
862159429,3,3,3,3,3,2,3,20
883361967,3,3,3,3,3,2,3,20
1060193967,3,2,0,1,2,2,1,11
106210259,0,0,0,0,0,0,0,0
889340631,0,2,0,1,1,1,1,6
1048959128,3,3,3,3,3,2,3,20
1059487514,3,3,2,1,1,2,3,15
993777637,0,0,0,0,0,0,0,0
1041544077,3,2,3,1,2,2,1,14
966579152,0,1,0,1,2,2,2,8
986198575,1,2,2,1,1,1,3,11
985968903,3,3,3,3,3,2,3,20
963626521,1,1,2,1,2,2,1,10
1040169933,0,1,0,1,1,2,0,5
1015658946,0,2,1,1,1,1,1,7
913616171,0,2,0,0,0,1,0,3
860346759,0,2,0,1,1,2,1,7
1015873132,0,2,1,0,1,1,0,5
1066183491,0,1,0,0,1,2,0,4
163047474,0,0,0,0,0,0,0,0
993133538,0,0,0,0,0,0,0,0
985029093,0,2,2,1,1,1,0,7
1065612237,0,0,0,0,0,0,0,0
944233007,0,2,1,2,3,1,1,10
1053354885,0,1,2,1,1,1,3,9
1056631702,0,0,0,0,0,0,0,0
1075092248,3,2,3,1,1,2,1,13
935371797,0,0,0,0,0,0,0,0
942284343,0,3,2,1,2,2,2,12
901873813,2,1,0,1,1,2,2,9
1081158938,0,1,0,0,0,2,0,3
1067993919,0,0,0,0,0,0,0,0
721841897,3,3,3,3,3,1,3,19
735755126,0,2,0,0,0,1,0,3
939570077,2,2,0,2,3,2,0,11
1044634019,0,3,2,1,2,2,2,12
724654578,3,2,0,3,2,1,0,11
883771251,1,2,1,3,2,2,2,13
856111547,3,3,3,3,2,2,3,19
814213382,0,2,2,3,1,1,3,12
1029925466,0,0,0,0,0,0,0,0
531740955,0,2,2,1,1,1,1,8
980132054,3,3,3,3,2,2,3,19
1026021093,0,2,0,1,1,2,1,7
746620631,0,2,0,1,1,1,1,6
958937732,0,2,1,1,1,1,1,7
105295288,0,0,0,0,0,0,0,0
237833512,0,0,0,0,0,0,0,0
172568408,3,3,3,3,3,2,3,20
396758533,3,3,3,3,2,2,3,19
1049483813,0,0,0,0,0,0,0,0
1050204911,0,0,0,0,0,0,0,0
1043397755,0,0,0,0,0,0,0,0
967942649,0,1,0,0,0,1,0,2
965105751,0,1,0,1,1,2,0,5
962869111,0,0,0,0,0,0,0,0
969209294,0,1,0,1,0,1,1,4
1048367035,0,2,0,0,0,1,0,3
877659035,0,1,0,0,1,1,0,3
935740077,0,1,0,0,1,1,0,3
897941212,0,1,1,0,1,1,0,4
892152644,0,2,2,2,1,1,3,11
977500023,0,2,2,1,1,1,3,10
891327056,0,2,2,1,1,1,3,10
365984905,0,2,2,1,1,1,3,10
203247483,0,0,0,0,0,0,0,0
341459351,0,2,2,1,1,1,1,8
817455885,3,3,3,3,3,2,3,20
621303631,0,2,2,1,1,1,3,10
10063815,0,0,0,0,0,0,0,0
622961596,3,3,3,3,2,1,3,18
442532062,0,2,2,2,1,1,3,11
451715532,0,2,0,1,1,1,1,6
543998255,0,2,2,1,1,1,3,10
836792085,0,3,2,2,1,1,3,12
60447716,0,0,0,0,0,0,0,0
93634861,0,0,0,0,0,0,0,0
172634716,0,0,0,0,0,0,0,0
996761581,0,1,0,1,1,2,0,5
984001653,0,1,0,0,1,1,0,3
966277861,0,2,0,1,1,2,1,7
943264632,3,3,1,1,1,2,1,12
929454576,0,2,2,1,1,2,1,9
880615229,0,0,0,0,0,0,0,0
1010931879,3,3,3,3,3,2,3,20
1052638371,3,3,3,3,3,2,3,20
1028998589,0,0,0,0,0,0,0,0
522935741,2,3,2,1,2,2,3,15
956708781,1,2,2,1,2,1,3,12
106136903,0,0,0,0,0,0,0,0
1060199182,0,2,1,1,1,1,1,7
1059152753,0,2,1,1,1,1,1,7
1054647865,3,2,3,1,1,2,3,15
1056187803,3,2,3,1,1,2,3,15
966949047,0,2,0,0,0,1,0,3
816863096,0,1,0,0,1,1,0,3
817615422,1,2,2,1,2,2,3,13
1061194124,0,2,1,1,2,1,1,8
1080365168,0,2,0,1,2,1,1,7
1045159904,0,2,2,1,1,1,1,8
1074061209,0,2,1,1,2,1,1,8
1075372218,0,1,0,1,1,2,1,6
1029166812,0,2,1,1,2,1,1,8
1074974288,0,1,0,1,1,2,2,7
1063762258,0,2,0,1,1,2,1,7
1064521021,0,1,2,1,1,1,3,9
1069067336,0,1,0,1,2,1,1,6
624324641,0,2,0,0,2,1,0,5
953010036,0,1,1,1,1,1,1,6
16318302,0,0,0,0,0,0,0,0
961159736,0,2,1,1,1,1,1,7
1030960186,0,2,2,1,1,1,3,10
881980503,3,3,3,3,3,2,3,20
106494308,0,0,0,0,0,0,0,0
941493042,3,3,3,3,3,2,3,20
468030506,3,3,3,3,3,2,3,20
147246836,0,0,0,0,0,0,0,0
455850537,3,3,3,3,3,2,3,20
146061377,0,0,0,0,0,0,0,0
138927837,0,0,0,0,0,0,0,0
58964646,0,0,0,0,0,0,0,0
156349668,0,0,0,0,0,0,0,0
298580363,0,2,3,1,1,1,3,11
788552268,0,2,1,1,1,1,1,7
149694399,0,0,0,0,0,0,0,0
95098736,0,0,0,0,0,0,0,0
1042343271,0,0,0,0,0,0,0,0
1073865907,0,0,0,0,0,0,0,0
1064672259,0,0,0,0,0,0,0,0
1061281052,0,2,0,1,1,1,1,6
743014856,3,3,3,3,3,2,3,20
1043961262,0,2,2,1,2,2,3,12
799197612,1,3,2,3,3,2,3,17
1050994805,0,1,0,0,1,1,0,3
1045321836,3,3,3,3,3,2,3,20
722767218,0,2,0,1,1,1,1,6
723115161,3,2,3,3,3,1,1,16
676778105,3,3,2,3,3,2,1,17
528674328,3,3,3,2,2,2,1,16
621227381,0,3,2,3,2,2,2,14
501426327,3,3,1,1,2,1,0,11
492065369,3,3,2,1,1,1,1,12
341589959,3,3,3,3,3,2,3,20
746214125,3,3,3,3,2,2,3,19
754278274,3,3,2,3,3,2,3,19
827121007,0,2,1,1,1,1,1,7
